Data_description,
Input5,Base Distance For Rake Angle Measurement,
Input7,Wheel Diameter,
Input8,Profile Angle,
Input11,Rake Angle,
Input12,Circular Land,
Input13,Small Core Diameter,
Output0,Wheel Setting Angle,
Output1,Minimum Wheel Width,
Output2,Wheel Displacement,
Output3,Distance Between Axes,
Data begin,Input5,Input7,Input8,Input11,Input12,Input13,Output0,Output1,Output2,Output3,
TD27631,0.060034,8.530604,3.400000,0.240000,0.149286,0.624973,1.249120,0.536362,-0.292386,4.556302,
TD27632,0.059994,8.464713,3.400000,0.240000,0.148132,0.625013,1.250160,0.537403,-0.288118,4.523860,
TD27633,0.059987,8.375209,3.400000,0.240000,0.146566,0.625000,1.251600,0.538735,-0.282349,4.479899,
TD27634,0.059973,8.272154,3.400000,0.240000,0.144763,0.624961,1.253280,0.540275,-0.275670,4.429118,
TD27635,0.059973,8.187494,3.400000,0.240000,0.143281,0.625013,1.254640,0.541500,-0.270290,4.387473,
TD27636,0.059976,8.118531,3.400000,0.240000,0.142074,0.625025,1.255800,0.542521,-0.265882,4.353461,
TD27637,0.059976,8.036970,3.400000,0.240000,0.140647,0.624975,1.257160,0.543701,-0.260699,4.313341,
TD27638,0.059958,23.745919,3.000000,0.320000,0.415554,0.625111,1.089840,0.294153,-1.301276,11.943603,
TD27639,0.059994,22.427810,3.000000,0.320000,0.392487,0.625175,1.115040,0.313148,-1.116064,11.348752,
TD27640,0.060054,21.447721,3.000000,0.320000,0.375335,0.624933,1.131240,0.327346,-0.985791,10.896783,
TD27641,0.059934,20.402958,3.000000,0.320000,0.357052,0.625096,1.146560,0.342770,-0.855139,10.407549,
TD27642,0.060109,19.870840,3.000000,0.320000,0.347740,0.624938,1.153760,0.350720,-0.791356,10.155986,
TD27643,0.060034,19.365771,3.000000,0.320000,0.338901,0.625030,1.160200,0.358267,-0.733479,9.915517,
TD27644,0.059976,18.890201,3.000000,0.320000,0.330579,0.625030,1.166040,0.365525,-0.680519,9.688076,
TD27645,0.059935,18.441678,3.000000,0.320000,0.322729,0.624942,1.171280,0.372291,-0.632550,9.472568,
TD27646,0.059910,18.018018,3.000000,0.320000,0.315315,0.625000,1.176120,0.378604,-0.588514,9.268468,
TD27647,0.059899,17.617265,3.000000,0.320000,0.308302,0.624972,1.180520,0.384937,-0.548117,9.074433,
TD27648,0.059901,17.237664,3.000000,0.320000,0.301659,0.624865,1.184600,0.390649,-0.511097,8.890325,
TD27649,0.059916,16.877637,3.000000,0.320000,0.295359,0.624895,1.188400,0.396203,-0.476793,8.715190,
TD27650,0.059942,16.535759,3.000000,0.320000,0.289376,0.625052,1.191920,0.401406,-0.445432,8.548574,
TD27651,0.059980,16.210740,3.000000,0.320000,0.283688,0.625127,1.195240,0.406484,-0.416211,8.389868,
TD27652,0.060016,15.898251,3.000000,0.320000,0.278219,0.625000,1.198320,0.411169,-0.389110,8.236884,
TD27653,0.060074,15.603667,3.000000,0.320000,0.273064,0.625122,1.201280,0.415838,-0.363956,8.092452,
TD27654,0.059939,15.319801,3.000000,0.320000,0.268097,0.625048,1.204040,0.420146,-0.340483,7.953083,
TD27655,0.060008,15.048909,3.000000,0.320000,0.263356,0.624906,1.206680,0.424379,-0.318661,7.819789,
TD27656,0.060085,14.790165,3.000000,0.320000,0.258828,0.624884,1.209160,0.428175,-0.298392,7.692365,
TD27657,0.060000,14.545455,3.000000,0.320000,0.254545,0.625091,1.211560,0.432182,-0.279273,7.571818,
TD27658,0.059918,14.308710,3.000000,0.320000,0.250402,0.625112,1.213840,0.435700,-0.261492,7.455017,
TD27659,0.060025,14.082028,3.000000,0.320000,0.246435,0.625066,1.216040,0.439183,-0.244675,7.343073,
TD27660,0.059955,13.862416,3.000000,0.320000,0.242592,0.625022,1.218160,0.442558,-0.228903,7.234448,
TD27661,0.060079,13.654207,3.000000,0.320000,0.238949,0.625021,1.220160,0.445810,-0.214030,7.131422,
TD27662,0.060013,13.262599,3.000000,0.320000,0.232095,0.625000,1.224000,0.451757,-0.187003,6.937500,
TD27663,0.059987,13.076169,3.000000,0.320000,0.228833,0.625041,1.225800,0.454560,-0.174403,6.845047,
TD27664,0.059981,12.899065,3.000000,0.320000,0.225734,0.625121,1.227560,0.457433,-0.162689,6.757175,
TD27665,0.059975,12.726694,3.000000,0.320000,0.222717,0.625040,1.229280,0.460070,-0.151448,6.671492,
TD27666,0.059978,12.560842,3.000000,0.320000,0.219815,0.624902,1.230920,0.462553,-0.140995,6.589103,
TD27667,0.059991,12.401178,3.000000,0.320000,0.217021,0.625019,1.232520,0.464889,-0.130832,6.509843,
TD27668,0.060051,12.101044,3.000000,0.320000,0.211768,0.625019,1.235600,0.469520,-0.112388,6.360611,
TD27669,0.059940,11.958146,3.000000,0.320000,0.209268,0.624963,1.237040,0.471749,-0.103737,6.289537,
TD27670,0.059988,11.820331,3.000000,0.320000,0.206856,0.625000,1.238480,0.473848,-0.095597,6.220892,
TD27671,0.059954,11.557353,3.000000,0.320000,0.202254,0.624964,1.241240,0.477752,-0.080179,6.089858,
TD27672,0.060026,11.433471,3.000000,0.320000,0.200086,0.624982,1.242560,0.479634,-0.073174,6.028155,
TD27673,0.059955,11.312217,3.000000,0.320000,0.197964,0.625000,1.243840,0.481476,-0.066318,5.967760,
TD27674,0.059989,11.083403,3.000000,0.320000,0.193960,0.624965,1.246360,0.484899,-0.053616,5.853561,
TD27675,0.059953,10.975442,3.000000,0.320000,0.192070,0.625051,1.247560,0.486624,-0.047743,5.799698,
TD27676,0.060054,10.869565,3.000000,0.320000,0.190217,0.625000,1.248720,0.488179,-0.041984,5.746875,
TD27677,0.060016,10.669512,3.000000,0.320000,0.186716,0.624967,1.251000,0.491198,-0.031342,5.647106,
TD27678,0.060005,10.573619,3.000000,0.320000,0.185038,0.625033,1.252080,0.492598,-0.026302,5.599128,
TD27679,0.060008,10.390960,3.000000,0.320000,0.181842,0.625016,1.254200,0.495389,-0.016885,5.507988,
TD27680,0.060021,10.303967,3.000000,0.320000,0.180319,0.625064,1.255240,0.496651,-0.012494,5.464451,
TD27681,0.060061,10.136847,3.000000,0.320000,0.177395,0.624937,1.257240,0.499113,-0.004181,5.380892,
TD27682,0.059970,10.057833,3.000000,0.320000,0.176012,0.624969,1.258200,0.500377,-0.000126,5.341463,
TD27683,0.060054,9.905894,3.000000,0.320000,0.173353,0.625062,1.260040,0.502600,0.007182,5.265478,
TD27684,0.060044,9.763241,3.000000,0.320000,0.170857,0.624969,1.261840,0.504760,0.014157,5.194044,
TD27685,0.059985,9.694619,3.000000,0.320000,0.169656,0.624939,1.262720,0.505696,0.017329,5.159719,
TD27686,0.060012,9.563658,3.000000,0.320000,0.167364,0.624985,1.264360,0.507591,0.023551,5.094202,
TD27687,0.059955,9.441756,3.000000,0.320000,0.165231,0.625044,1.265960,0.509501,0.029269,5.033164,
TD27688,0.060037,9.326183,3.000000,0.320000,0.163208,0.625087,1.267520,0.511191,0.034507,4.975286,
TD27689,0.060023,9.216590,3.000000,0.320000,0.161290,0.625000,1.268960,0.512673,0.039516,4.920392,
TD27690,0.060043,9.114732,3.000000,0.320000,0.159508,0.625043,1.270360,0.514299,0.044093,4.869431,
TD27691,0.059971,9.018149,3.000000,0.320000,0.157818,0.625070,1.271680,0.515613,0.048360,4.821102,
TD27692,0.060031,8.926579,3.000000,0.320000,0.156215,0.624972,1.272960,0.516960,0.052332,4.775162,
TD27693,0.059956,8.800880,3.000000,0.320000,0.154015,0.624972,1.274760,0.518812,0.057756,4.712101,
TD27694,0.059972,8.723149,3.000000,0.320000,0.152655,0.625014,1.275880,0.519900,0.061062,4.673209,
TD27695,0.059989,8.616047,3.000000,0.320000,0.150781,0.624987,1.277440,0.521379,0.065590,4.619494,
TD27696,0.059962,8.550663,3.000000,0.320000,0.149637,0.625053,1.278440,0.522445,0.068405,4.586682,
TD27697,0.059962,8.460237,3.000000,0.320000,0.148054,0.625000,1.279800,0.523689,0.072124,4.541349,
TD27698,0.060040,8.353347,3.000000,0.320000,0.146184,0.624935,1.281440,0.525217,0.076538,4.487731,
TD27699,0.059957,8.284146,3.000000,0.320000,0.144973,0.625039,1.282520,0.526250,0.079321,4.453039,
TD27700,0.059994,8.204287,3.000000,0.320000,0.143575,0.624962,1.283760,0.527331,0.082556,4.412983,
TD27701,0.060016,8.110300,3.000000,0.320000,0.141930,0.625000,1.285280,0.528690,0.086273,4.365775,
TD27702,0.059982,8.037778,3.000000,0.320000,0.140661,0.625038,1.286440,0.529690,0.089219,4.329448,
TD27703,0.060150,30.075188,3.200000,0.399960,0.413534,0.624812,1.017560,0.311278,-1.699624,14.962030,
TD27704,0.060093,26.560425,3.200000,0.399960,0.365206,0.625166,1.064600,0.351262,-1.304449,13.361886,
TD27705,0.059982,23.873471,3.200000,0.399960,0.328260,0.624888,1.092240,0.382871,-1.032826,12.099075,
TD27706,0.060136,21.768707,3.200000,0.400000,0.299320,0.625034,1.110600,0.408163,-0.841633,11.092517,
TD27707,0.060005,20.085363,3.200000,0.400000,0.276174,0.624906,1.123880,0.428320,-0.702486,10.279187,
TD27708,0.059911,18.722209,3.200000,0.400000,0.257430,0.625088,1.134040,0.444886,-0.598175,9.616195,
TD27709,0.060079,17.605634,3.200000,0.400000,0.242077,0.625000,1.142160,0.458407,-0.518486,9.070643,
TD27710,0.060063,16.684046,3.200000,0.400000,0.229406,0.625026,1.148800,0.469656,-0.456309,8.618561,
TD27711,0.059900,15.920398,3.200000,0.400000,0.218905,0.624876,1.154280,0.478806,-0.407363,8.243184,
TD27712,0.060015,15.290520,3.200000,0.400000,0.210245,0.625000,1.158880,0.486430,-0.368310,7.933104,
TD27713,0.060007,14.771049,3.200000,0.400000,0.203102,0.625000,1.162720,0.492799,-0.337334,7.676883,
TD27714,0.060079,14.347202,3.200000,0.400000,0.197274,0.625000,1.165880,0.497848,-0.312769,7.467539,
TD27715,0.060060,14.008055,3.200000,0.400000,0.192611,0.625109,1.168480,0.502014,-0.293469,7.299947,
TD27716,0.060081,13.577733,3.200000,0.400000,0.186694,0.624915,1.171800,0.506959,-0.269688,7.087067,
TD27717,0.059963,13.362285,3.200000,0.400000,0.183731,0.625021,1.173520,0.509604,-0.257892,6.980458,
TD27718,0.060013,13.153568,3.200000,0.400000,0.180862,0.624959,1.175160,0.512003,-0.246629,6.877014,
TD27719,0.060081,12.955466,3.200000,0.400000,0.178138,0.625101,1.176760,0.514494,-0.236113,6.778947,
TD27720,0.059987,12.763242,3.200000,0.400000,0.175495,0.624920,1.178320,0.516752,-0.226069,6.683631,
TD27721,0.060072,12.580594,3.200000,0.400000,0.172983,0.624941,1.179840,0.518792,-0.216701,6.593175,
TD27722,0.059957,12.236158,3.200000,0.400000,0.168247,0.624962,1.182760,0.522943,-0.198991,6.422300,
TD27723,0.060066,12.073649,3.200000,0.400000,0.166013,0.624962,1.184160,0.524751,-0.190915,6.341533,
TD27724,0.060042,11.918951,3.200000,0.400000,0.163886,0.625000,1.185520,0.526669,-0.183105,6.264899,
TD27725,0.060018,11.768167,3.200000,0.400000,0.161812,0.625037,1.186840,0.528538,-0.175787,6.189909,
TD27726,0.060012,11.624528,3.200000,0.400000,0.159837,0.625109,1.188160,0.530224,-0.168701,6.118570,
TD27727,0.060006,11.484353,3.200000,0.400000,0.157910,0.625036,1.189400,0.531726,-0.161929,6.048952,
TD27728,0.060036,11.221770,3.200000,0.400000,0.154299,0.625053,1.191840,0.534858,-0.149390,5.918502,
TD27729,0.060064,11.097240,3.200000,0.400000,0.152587,0.625052,1.193000,0.536274,-0.143571,5.856568,
TD27730,0.059962,10.976948,3.200000,0.400000,0.150933,0.625000,1.194160,0.537733,-0.137898,5.796652,
TD27731,0.060005,10.860711,3.200000,0.400000,0.149335,0.625034,1.195280,0.538963,-0.132501,5.738936,
TD27732,0.059989,10.641128,3.200000,0.400000,0.146316,0.625033,1.197440,0.541500,-0.122506,5.629689,
TD27733,0.060055,10.536020,3.200000,0.400000,0.144870,0.624918,1.198480,0.542737,-0.117740,5.577242,
TD27734,0.060005,10.435690,3.200000,0.400000,0.143491,0.624967,1.199520,0.543960,-0.113227,5.527394,
TD27735,0.060059,10.244590,3.200000,0.400000,0.140863,0.625048,1.201480,0.546165,-0.104623,5.432194,
TD27736,0.060033,10.153573,3.200000,0.400000,0.139612,0.624952,1.202440,0.547151,-0.100647,5.386851,
TD27737,0.060005,9.980040,3.200000,0.400000,0.137226,0.625000,1.204280,0.549027,-0.092939,5.300399,
TD27738,0.060010,9.898540,3.200000,0.400000,0.136105,0.624969,1.205160,0.549988,-0.089458,5.259837,
TD27739,0.060034,9.741841,3.200000,0.400000,0.133950,0.624939,1.206880,0.551754,-0.082684,5.181807,
TD27740,0.059940,9.667674,3.200000,0.400000,0.132931,0.625015,1.207720,0.552628,-0.079517,5.144773,
TD27741,0.060014,9.526078,3.200000,0.400000,0.130984,0.625030,1.209320,0.554180,-0.073470,5.074184,
TD27742,0.059943,9.458501,3.200000,0.400000,0.130054,0.624970,1.210080,0.554978,-0.070584,5.040553,
TD27743,0.059949,9.330534,3.200000,0.400000,0.128295,0.625029,1.211600,0.556333,-0.065197,4.976674,
TD27744,0.059988,9.211284,3.200000,0.400000,0.126655,0.624986,1.213000,0.557743,-0.060219,4.917214,
TD27745,0.060048,9.098146,3.200000,0.400000,0.125100,0.624929,1.214360,0.558967,-0.055612,4.860798,
TD27746,0.060034,8.993817,3.200000,0.400000,0.123665,0.624958,1.215640,0.560090,-0.051265,4.808769,
TD27747,0.060047,8.895808,3.200000,0.400000,0.122317,0.625042,1.216880,0.561214,-0.047259,4.759813,
TD27748,0.059976,8.803786,3.200000,0.400000,0.121052,0.624959,1.218040,0.562122,-0.043579,4.713877,
TD27749,0.060048,8.718396,3.200000,0.400000,0.119878,0.625000,1.219120,0.563099,-0.040214,4.671316,
TD27750,0.060043,8.639309,3.200000,0.400000,0.118790,0.625054,1.220160,0.564039,-0.037041,4.631749,
TD27751,0.060034,8.530604,3.200000,0.400000,0.117296,0.624973,1.221600,0.565152,-0.032736,4.577522,
TD27752,0.059994,8.464713,3.200000,0.400000,0.116390,0.625013,1.222480,0.565866,-0.030050,4.544598,
TD27753,0.059987,8.375209,3.200000,0.400000,0.115159,0.625000,1.223720,0.566897,-0.026591,4.499895,
TD27754,0.059973,8.272154,3.200000,0.400000,0.113742,0.624961,1.225120,0.567987,-0.022542,4.448454,
TD27755,0.059973,8.187494,3.200000,0.400000,0.112578,0.625013,1.226320,0.568928,-0.019241,4.406202,
TD27756,0.059976,8.118531,3.200000,0.400000,0.111630,0.625025,1.227280,0.569616,-0.016643,4.371727,
TD27757,0.059976,8.036970,3.200000,0.400000,0.110508,0.624975,1.228480,0.570424,-0.013562,4.330922,
TD27758,0.060131,43.572985,3.600000,0.559960,0.479303,0.625272,0.774880,0.281481,-2.554248,20.984314,
TD27759,0.060150,37.593985,3.600000,0.559960,0.413534,0.624812,0.865680,0.330451,-2.132331,18.406391,
TD27760,0.060093,33.200531,3.600000,0.559960,0.365206,0.625166,0.913000,0.369190,-1.786189,16.420651,
TD27761,0.059982,29.841838,3.600000,0.559960,0.328260,0.624888,0.941720,0.399582,-1.526410,14.863623,
TD27762,0.060136,27.210884,3.600000,0.560000,0.299320,0.625034,0.961000,0.424218,-1.331429,13.625578,
TD27763,0.060005,25.106703,3.600000,0.560000,0.276174,0.624906,0.974880,0.443887,-1.182024,12.626161,
TD27764,0.059911,23.402762,3.600000,0.560000,0.257430,0.625088,0.985400,0.460098,-1.065762,11.811374,
TD27765,0.060079,22.007042,3.600000,0.560000,0.242077,0.625000,0.993640,0.473151,-0.973812,11.140845,
TD27766,0.060063,20.855057,3.600000,0.560000,0.229406,0.625026,1.000240,0.484254,-0.899896,10.585610,
TD27767,0.059900,19.900498,3.600000,0.560000,0.218905,0.624876,1.005640,0.493134,-0.840199,10.124179,
TD27768,0.060015,19.113150,3.600000,0.560000,0.210245,0.625000,1.010040,0.500765,-0.792049,9.742928,
TD27769,0.060007,18.463811,3.600000,0.560000,0.203102,0.625000,1.013680,0.507016,-0.752954,9.427806,
TD27770,0.060079,17.934003,3.600000,0.560000,0.197274,0.625000,1.016640,0.512016,-0.721485,9.170552,
TD27771,0.060060,17.510068,3.600000,0.560000,0.192611,0.625109,1.019040,0.516022,-0.696551,8.964279,
TD27772,0.060081,16.972166,3.600000,0.560000,0.186694,0.624915,1.022040,0.521045,-0.665479,8.702478,
TD27773,0.059963,16.702856,3.600000,0.560000,0.183731,0.625021,1.023560,0.523635,-0.649908,8.571405,
TD27774,0.060013,16.441960,3.600000,0.560000,0.180862,0.624959,1.025040,0.525978,-0.635153,8.444097,
TD27775,0.060081,16.194332,3.600000,0.560000,0.178138,0.625101,1.026480,0.528421,-0.621053,8.323401,
TD27776,0.059987,15.954052,3.600000,0.560000,0.175495,0.624920,1.027840,0.530632,-0.607530,8.206126,
TD27777,0.060072,15.725743,3.600000,0.560000,0.172983,0.624941,1.029160,0.532788,-0.594748,8.094826,
TD27778,0.059957,15.295197,3.600000,0.560000,0.168247,0.624962,1.031680,0.536861,-0.570817,7.884521,
TD27779,0.060066,15.092062,3.600000,0.560000,0.166013,0.624962,1.032840,0.538787,-0.559614,7.785240,
TD27780,0.060042,14.898689,3.600000,0.560000,0.163886,0.625000,1.034000,0.540673,-0.549017,7.690703,
TD27781,0.060018,14.710209,3.600000,0.560000,0.161812,0.625037,1.035120,0.542365,-0.538688,7.598558,
TD27782,0.060012,14.530660,3.600000,0.560000,0.159837,0.625109,1.036200,0.544028,-0.528916,7.510753,
TD27783,0.060006,14.355441,3.600000,0.560000,0.157910,0.625036,1.037240,0.545650,-0.519523,7.425065,
TD27784,0.060036,14.027213,3.600000,0.560000,0.154299,0.625053,1.039280,0.548745,-0.501894,7.264413,
TD27785,0.060064,13.871549,3.600000,0.560000,0.152587,0.625052,1.040240,0.550284,-0.493550,7.188098,
TD27786,0.059962,13.721186,3.600000,0.560000,0.150933,0.625000,1.041160,0.551592,-0.485593,7.114435,
TD27787,0.060005,13.575889,3.600000,0.560000,0.149335,0.625034,1.042080,0.552946,-0.477871,7.043307,
TD27788,0.059989,13.301410,3.600000,0.560000,0.146316,0.625033,1.043800,0.555467,-0.463421,6.908752,
TD27789,0.060055,13.170025,3.600000,0.560000,0.144870,0.624918,1.044640,0.556697,-0.456473,6.844330,
TD27790,0.060005,13.044613,3.600000,0.560000,0.143491,0.624967,1.045440,0.557788,-0.449909,6.782807,
TD27791,0.060059,12.805737,3.600000,0.560000,0.140863,0.625048,1.047000,0.559995,-0.437444,6.665642,
TD27792,0.060033,12.691966,3.600000,0.560000,0.139612,0.624952,1.047760,0.561112,-0.431527,6.609849,
TD27793,0.060005,12.475050,3.600000,0.560000,0.137226,0.625000,1.049200,0.562999,-0.420409,6.503368,
TD27794,0.060010,12.373175,3.600000,0.560000,0.136105,0.624969,1.049880,0.563969,-0.415120,6.453353,
TD27795,0.060034,12.177302,3.600000,0.560000,0.133950,0.624939,1.051200,0.565757,-0.405139,6.357160,
TD27796,0.059940,12.084592,3.600000,0.560000,0.132931,0.625015,1.051840,0.566647,-0.400363,6.311541,
TD27797,0.060014,11.907597,3.600000,0.560000,0.130984,0.625030,1.053040,0.568231,-0.391403,6.224577,
TD27798,0.059943,11.823126,3.600000,0.560000,0.130054,0.624970,1.053640,0.569047,-0.387089,6.183140,
TD27799,0.059949,11.663168,3.600000,0.560000,0.128295,0.625029,1.054760,0.570446,-0.379053,6.104502,
TD27800,0.059988,11.514105,3.600000,0.560000,0.126655,0.624986,1.055840,0.571906,-0.371560,6.031203,
TD27801,0.060048,11.372683,3.600000,0.560000,0.125100,0.624929,1.056840,0.573069,-0.364494,5.961560,
TD27802,0.060034,11.242271,3.600000,0.560000,0.123665,0.624958,1.057800,0.574255,-0.357954,5.897470,
TD27803,0.060047,11.119760,3.600000,0.560000,0.122317,0.625042,1.058720,0.575336,-0.351829,5.837207,
TD27804,0.059976,11.004732,3.600000,0.560000,0.121052,0.624959,1.059560,0.576318,-0.346099,5.780566,
TD27805,0.060048,10.897995,3.600000,0.560000,0.119878,0.625000,1.060360,0.577267,-0.340889,5.728095,
TD27806,0.060043,10.799136,3.600000,0.560000,0.118790,0.625054,1.061120,0.578186,-0.335961,5.679374,
TD27807,0.060034,10.663254,3.600000,0.560000,0.117296,0.624973,1.062200,0.579441,-0.329281,5.612497,
TD27808,0.059994,10.580891,3.600000,0.560000,0.116390,0.625013,1.062840,0.580150,-0.325257,5.572003,
TD27809,0.059987,10.469012,3.600000,0.560000,0.115159,0.625000,1.063680,0.581135,-0.319828,5.516855,
TD27810,0.059973,10.340192,3.600000,0.560000,0.113742,0.624961,1.064720,0.582256,-0.313515,5.453417,
TD27811,0.059973,10.234367,3.600000,0.560000,0.112578,0.625013,1.065560,0.583257,-0.308361,5.401290,
TD27812,0.059976,10.148163,3.600000,0.560000,0.111630,0.625025,1.066280,0.583925,-0.304242,5.358738,
TD27813,0.059976,10.046213,3.600000,0.560000,0.110508,0.624975,1.067120,0.584790,-0.299277,5.308519,
TD27814,0.059839,49.879518,3.200000,0.560000,0.562249,0.624900,0.730960,0.224498,-2.899197,23.817671,
TD27815,0.059977,47.750865,3.200000,0.560000,0.538255,0.624760,0.788880,0.237985,-2.791619,23.006536,
TD27816,0.060125,45.813353,3.200000,0.560000,0.516415,0.624862,0.833760,0.251568,-2.645518,22.238288,
TD27817,0.059929,44.042553,3.200000,0.560000,0.496454,0.625177,0.869000,0.264539,-2.486170,21.512057,
TD27818,0.060089,42.403551,3.200000,0.560000,0.477979,0.624787,0.897120,0.277228,-2.325367,20.819392,
TD27819,0.059947,40.909091,3.200000,0.560000,0.461133,0.625165,0.919920,0.289196,-2.171937,20.173913,
TD27820,0.060134,39.516386,3.200000,0.560000,0.445434,0.624881,0.938600,0.300668,-2.027999,19.559975,
TD27821,0.060018,38.227147,3.200000,0.560000,0.430902,0.625115,0.954200,0.311480,-1.894737,18.982764,
TD27822,0.059928,37.030411,3.200000,0.560000,0.417412,0.625224,0.967360,0.321705,-1.772809,18.440072,
TD27823,0.060133,35.906331,3.200000,0.560000,0.404741,0.625036,0.978560,0.331599,-1.660885,17.924545,
TD27824,0.060062,34.858266,3.200000,0.560000,0.392927,0.625035,0.988240,0.340724,-1.559079,17.439517,
TD27825,0.060027,33.888131,3.200000,0.560000,0.381992,0.625102,0.996680,0.349523,-1.466576,16.987449,
TD27826,0.059995,32.970534,3.200000,0.560000,0.371649,0.625166,1.004080,0.357844,-1.381736,16.556942,
TD27827,0.059964,32.101318,3.200000,0.560000,0.361851,0.624968,1.010640,0.365469,-1.303955,16.146549,
TD27828,0.059965,31.292517,3.200000,0.560000,0.352734,0.625094,1.016480,0.372890,-1.233056,15.762913,
TD27829,0.059966,30.523470,3.200000,0.560000,0.344065,0.624969,1.021760,0.379946,-1.167855,15.396658,
TD27830,0.059995,29.805616,3.200000,0.560000,0.335973,0.625150,1.026520,0.386849,-1.107991,15.053756,
TD27831,0.060023,29.120750,3.200000,0.560000,0.328253,0.625088,1.030840,0.393200,-1.052755,14.725205,
TD27832,0.060064,28.473177,3.200000,0.560000,0.320954,0.625172,1.034760,0.399129,-1.001834,14.413801,
TD27833,0.060103,27.853779,3.200000,0.560000,0.313972,0.625028,1.038400,0.405024,-0.954474,14.115048,
TD27834,0.059947,27.272727,3.200000,0.560000,0.307422,0.624945,1.041760,0.410408,-0.910848,13.834431,
TD27835,0.060089,26.185958,3.200000,0.560000,0.295172,0.624921,1.047720,0.420620,-0.832174,13.307611,
TD27836,0.059967,25.682382,3.200000,0.560000,0.289495,0.624897,1.050440,0.425558,-0.796733,13.062862,
TD27837,0.060065,25.202922,3.200000,0.560000,0.284091,0.625000,1.052960,0.429992,-0.763799,12.829545,
TD27838,0.059972,24.745965,3.200000,0.560000,0.278940,0.625025,1.055320,0.434349,-0.732815,12.606894,
TD27839,0.060078,24.305284,3.200000,0.560000,0.273973,0.625049,1.057560,0.438552,-0.703914,12.391977,
TD27840,0.060000,23.884615,3.200000,0.560000,0.269231,0.625000,1.059680,0.442500,-0.676538,12.186346,
TD27841,0.059936,23.482700,3.200000,0.560000,0.264700,0.624882,1.061680,0.446398,-0.650974,11.989790,
TD27842,0.060071,23.098382,3.200000,0.560000,0.260368,0.624884,1.063560,0.450065,-0.626930,11.801562,
TD27843,0.060029,22.730600,3.200000,0.560000,0.256223,0.625000,1.065400,0.453697,-0.604136,11.621523,
TD27844,0.059989,22.374347,3.200000,0.560000,0.252207,0.624932,1.067120,0.457035,-0.582598,11.446766,
TD27845,0.059955,21.709491,3.200000,0.560000,0.244712,0.625066,1.070320,0.463381,-0.543087,11.120259,
TD27846,0.059948,21.395349,3.200000,0.560000,0.241171,0.624978,1.071840,0.466494,-0.524892,10.965891,
TD27847,0.059952,21.093750,3.200000,0.560000,0.237772,0.625000,1.073280,0.469260,-0.507643,10.817595,
TD27848,0.059956,20.800536,3.200000,0.560000,0.234467,0.625021,1.074680,0.472115,-0.491208,10.673254,
TD27849,0.059980,20.522141,3.200000,0.560000,0.231328,0.625083,1.076040,0.474884,-0.475711,10.536186,
TD27850,0.060035,19.990343,3.200000,0.560000,0.225334,0.624980,1.078560,0.479800,-0.446644,10.274103,
TD27851,0.060076,19.739352,3.200000,0.560000,0.222505,0.624921,1.079760,0.482200,-0.433090,10.150350,
TD27852,0.059969,19.497645,3.200000,0.560000,0.219780,0.624961,1.080920,0.484615,-0.420251,10.031083,
TD27853,0.059933,19.037400,3.200000,0.560000,0.214592,0.624923,1.083160,0.489117,-0.396229,9.803955,
TD27854,0.060000,18.818182,3.200000,0.560000,0.212121,0.625000,1.084200,0.491061,-0.385000,9.695606,
TD27855,0.059925,18.606742,3.200000,0.560000,0.209738,0.625019,1.085240,0.493184,-0.374232,9.591161,
TD27856,0.059953,18.205805,3.200000,0.560000,0.205218,0.625037,1.087200,0.497068,-0.354002,9.392993,
TD27857,0.060052,18.015666,3.200000,0.560000,0.203075,0.625036,1.088160,0.498840,-0.344648,9.298956,
TD27858,0.060006,17.829457,3.200000,0.560000,0.200976,0.625036,1.089080,0.500574,-0.335487,9.206718,
TD27859,0.059941,17.475728,3.200000,0.560000,0.196989,0.625018,1.090840,0.504010,-0.318418,9.031659,
TD27860,0.060061,17.307692,3.200000,0.560000,0.195095,0.625000,1.091680,0.505574,-0.310340,8.948439,
TD27861,0.060038,16.985777,3.200000,0.560000,0.191466,0.625000,1.093320,0.508616,-0.295131,8.788977,
TD27862,0.060043,16.833830,3.200000,0.560000,0.189753,0.624966,1.094080,0.510165,-0.288018,8.713744,
TD27863,0.060061,16.540152,3.200000,0.560000,0.186443,0.624983,1.095600,0.512984,-0.274471,8.568118,
TD27864,0.059950,16.400370,3.200000,0.560000,0.184867,0.624983,1.096320,0.514327,-0.268058,8.498878,
TD27865,0.060008,16.131965,3.200000,0.560000,0.181842,0.625016,1.097720,0.516820,-0.255877,8.365762,
TD27866,0.060044,16.003092,3.200000,0.560000,0.180389,0.624919,1.098400,0.518103,-0.250097,8.301765,
TD27867,0.060018,15.759421,3.200000,0.560000,0.177642,0.625048,1.099720,0.520492,-0.239183,8.180942,
TD27868,0.060008,15.526941,3.200000,0.560000,0.175022,0.624953,1.100960,0.522565,-0.229029,8.065508,
TD27869,0.059955,15.417080,3.200000,0.560000,0.173784,0.625000,1.101560,0.523709,-0.224181,8.010924,
TD27870,0.059983,15.203819,3.200000,0.560000,0.171380,0.625046,1.102760,0.525646,-0.215081,7.905007,
TD27871,0.060039,15.003624,3.200000,0.560000,0.169123,0.625030,1.103840,0.527543,-0.206451,7.805629,
TD27872,0.059995,14.813931,3.200000,0.560000,0.166985,0.625000,1.104920,0.529342,-0.198473,7.711355,
